14:15:42.699 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 16212 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
14:18:31.660 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:BoxSensor(infoId=450, areaId=nantong, spotId=tuanjiehe1, nodeId=node1, dataTime=Fri May 29 13:21:33 CST 2020, conductivity=268.21, temperature=30.32, pressure=78.7, salinity=10.15, dissolvedoxygen=19.78, spad=15.89, turbidity=25.64, andan=11.5, yaxiaodan=15.3, linsuanyan=13.1, orp=12.0, infoNode=null)
14:18:31.660 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=451, infoType=B, syncType=1, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
14:18:31.667 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
14:18:31.667 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 449 号数据同步成功....
14:18:32.660 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:BoxSensor(infoId=451, areaId=nantong, spotId=tuanjiehe1, nodeId=node1, dataTime=Tue May 19 13:21:33 CST 2020, conductivity=258.21, temperature=20.32, pressure=68.7, salinity=0.15, dissolvedoxygen=9.78, spad=5.89, turbidity=15.64, andan=1.5, yaxiaodan=5.3, linsuanyan=3.1, orp=2.0, infoNode=null)
14:18:32.665 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
14:18:32.665 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 450 号数据同步成功....
14:18:33.663 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:25.600 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 9744 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
20:36:25.619 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
20:36:29.247 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
20:36:29.265 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
20:36:29.265 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
20:36:29.266 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
20:36:29.548 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:36:29.548 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3623 ms
20:36:31.620 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
20:36:31.858 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
20:36:31.904 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
20:36:31.945 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
20:36:32.445 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
20:36:39.638 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
20:36:39.642 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
20:36:39.697 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
20:36:39.705 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 15.613 seconds (JVM running for 20.903)
20:36:50.447 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=440, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:51.439 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:51.439 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=441, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:52.440 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:52.441 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=442, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:52.750 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:52.751 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 440 号数据同步成功....
20:36:53.348 [http-nio-8084-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1589970932,1590040176,1590062906; Hm_lpvt_eaa57ca47dacb4ad4f5a257001a3457c=1590062906] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
20:36:53.364 [http-nio-8084-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
20:36:53.364 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
20:36:53.375 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 11 ms
20:36:53.439 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:53.440 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=443, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:53.487 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:53.488 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 441 号数据同步成功....
20:36:54.440 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:54.441 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=444, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:54.516 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:54.517 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 442 号数据同步成功....
20:36:55.441 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:55.441 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=445, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:55.631 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:55.631 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 443 号数据同步成功....
20:36:56.442 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:56.442 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=446, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:56.552 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:56.552 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 444 号数据同步成功....
20:36:57.443 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:57.443 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=447, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:57.537 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:57.537 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 445 号数据同步成功....
20:36:58.443 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:58.443 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=448, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:58.512 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:58.512 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 446 号数据同步成功....
20:36:59.443 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:36:59.443 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=449, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:36:59.531 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:36:59.531 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 447 号数据同步成功....
20:37:00.445 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:37:00.445 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=450, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:37:00.502 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:37:00.502 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 448 号数据同步成功....
20:37:01.446 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:37:01.446 [node2] INFO  com.ntu.client2.sync.SendThread - DataSync(infoId=451, infoType=B, syncType=3, syncStatus=1, successTime=null, failTime=null, failCount=0, syncMsg=未开始数据同步, infoNode=null)
20:37:01.588 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:37:01.588 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 449 号数据同步成功....
20:37:02.447 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:null
20:37:02.457 [pool-2-thread-1] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
