18:00:51.019 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 3560 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
18:01:35.534 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:01:36.539 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:01:46.544 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:01:47.546 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:01:57.551 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:01:58.557 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:04:05.292 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 10860 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
18:04:05.301 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
18:04:07.826 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
18:04:07.840 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
18:04:07.842 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
18:04:07.842 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
18:04:08.114 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:04:08.115 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2674 ms
18:04:08.861 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
18:04:09.331 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
18:04:15.951 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
18:04:15.956 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
18:04:16.004 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
18:04:16.014 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 12.242 seconds (JVM running for 16.075)
18:04:25.980 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
18:04:26.168 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
18:04:36.854 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:04:36.866 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:04:47.862 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:04:47.869 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:04:58.874 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:04:58.883 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:05:09.884 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:05:09.892 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:05:20.895 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:05:20.906 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:07:52.048 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=4, areaId=45, spotId=546, nodeId=6768, dataTime=Tue May 12 20:12:07 CST 2020, dianya=768, dianliust=8900, state=0)
18:07:53.052 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:07:53.052 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 4 号数据同步成功....
18:09:03.111 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=213, spotUrl=null, spotHistoryurl=null, spotObserargs=null, spotObsermeth=null, spotPosinfo=null, spotRuntime=null, spotIntro=null)
18:09:03.119 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:09:03.119 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
18:09:34.140 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=2131111, spotUrl=null, spotHistoryurl=null, spotObserargs=null, spotObsermeth=null, spotPosinfo=null, spotRuntime=null, spotIntro=null)
18:09:34.149 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:09:34.149 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
18:14:14.390 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=2, areaId=团结河, spotId=结点1, spotName=1, spotUrl=1, spotHistoryurl=1, spotObserargs=1, spotObsermeth=1, spotPosinfo=null, spotRuntime=null, spotIntro=1)
18:14:15.394 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:14:15.394 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 2 号数据同步成功....
18:14:35.410 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=3, areaId=团结河, spotId=结点2, spotName=2, spotUrl=2, spotHistoryurl=2, spotObserargs=2, spotObsermeth=2, spotPosinfo=null, spotRuntime=null, spotIntro=2)
18:14:35.416 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:14:35.417 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 3 号数据同步成功....
18:33:26.423 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=1, areaId=sd, spotId=asd, nodeId=asd, dataTime=Tue May 05 04:48:02 CST 2020, dianya=234, dianliust=324, state=234)
18:33:27.423 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=2131111, spotUrl=11111111111, spotHistoryurl=null, spotObserargs=null, spotObsermeth=null, spotPosinfo=null, spotRuntime=null, spotIntro=null)
18:33:27.429 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:33:27.429 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 1 号数据同步成功....
18:33:28.428 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:33:28.428 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
18:34:38.493 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=3, areaId=fd, spotId=tr4, nodeId=6546, dataTime=Sun May 10 07:27:24 CST 2020, dianya=546, dianliust=546, state=45)
18:34:39.495 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=3, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
18:34:39.575 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:34:39.576 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 3 号数据同步成功....
18:34:40.494 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=3, areaId=团结河, spotId=结点2, spotName=22, spotUrl=2, spotHistoryurl=2, spotObserargs=2, spotObsermeth=2, spotPosinfo=null, spotRuntime=null, spotIntro=2)
18:34:40.499 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:34:40.499 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 3 号数据同步成功....
18:34:41.498 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:34:41.498 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 3 号数据同步成功....
18:35:51.561 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=2, areaId=tuanjiehe, spotId=34, nodeId=32, dataTime=Wed May 06 07:03:42 CST 2020, dianya=435, dianliust=345, state=45)
18:35:52.561 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=2, areaId=32, spotId=213, nodeId=213, dataTime=Wed May 13 06:12:01 CST 2020, num=234, numQuest=43, state=32, errornum=324, tem1hratur=23.0, tem2Xical=234.0)
18:35:52.598 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:35:52.598 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 2 号数据同步成功....
18:35:53.562 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=2, areaId=团结河, spotId=结点1, spotName=12, spotUrl=1, spotHistoryurl=1, spotObserargs=1, spotObsermeth=1, spotPosinfo=null, spotRuntime=null, spotIntro=1)
18:35:53.673 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:35:53.673 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 2 号数据同步成功....
18:35:54.566 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:35:54.566 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 2 号数据同步成功....
18:51:24.411 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyDianYa(infoId=3, areaId=fd, spotId=tr4, nodeId=6546, dataTime=Sun May 10 07:27:24 CST 2020, dianya=546, dianliust=546, state=45)
18:51:24.444 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:51:24.444 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_DIANYA表中 3 号数据同步成功....
18:51:25.417 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=3, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
18:51:25.462 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:51:25.462 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 3 号数据同步成功....
18:51:26.411 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=3, areaId=团结河, spotId=结点2, spotName=222, spotUrl=2, spotHistoryurl=2, spotObserargs=2, spotObsermeth=2, spotPosinfo=null, spotRuntime=null, spotIntro=2)
18:51:26.416 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:51:26.416 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 3 号数据同步成功....
18:52:57.500 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:AreaSpot(infoId=3, areaId=团结河, spotId=结点2, spotName=2221, spotUrl=2, spotHistoryurl=2, spotObserargs=2, spotObsermeth=2, spotPosinfo=null, spotRuntime=null, spotIntro=2)
18:52:57.513 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
18:52:57.513 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - AREA_SPOT表中 3 号数据同步成功....
19:55:33.878 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 15008 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
19:55:33.887 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
19:55:36.934 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
19:55:36.952 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
19:55:36.954 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
19:55:36.955 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
19:55:37.216 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:55:37.217 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3124 ms
19:55:38.355 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
19:55:38.971 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
19:55:45.492 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
19:55:45.496 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
19:55:45.533 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
19:55:45.540 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 13.735 seconds (JVM running for 18.516)
19:55:55.528 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
19:55:55.795 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
20:14:27.032 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:BoxSensor(infoId=2, areaId=ss, spotId=ss, nodeId=ss, dataTime=Tue May 26 20:14:07 CST 2020, conductivity=44.0, temperature=44.0, pressure=4.0, salinity=null, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
20:14:28.039 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
20:14:28.040 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - BOX_SENSOR表中 2 号数据同步成功....
20:32:56.173 [MQTT Rec: tjh_node] INFO  com.ntu.common.client.EMQTTClient - -----------连接断开-----------
20:32:56.173 [MQTT Rec: tjh_node] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
