19:42:31.451 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 11188 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:08:03.049 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:08:03.085 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:08:03.090 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 12.608 seconds (JVM running for 16.805)
22:08:13.093 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:08:13.315 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:08:24.073 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 11436 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:08:24.081 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:08:26.421 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:08:26.435 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:08:26.436 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:08:26.437 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:08:26.650 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:08:26.651 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2413 ms
22:08:27.402 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:08:27.872 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:08:34.369 [main] INFO  com.ntu.client2.ClientStart - 团结河结点成功连接至MQTT服务器.........
22:08:34.372 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:08:34.410 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:08:34.417 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 12.175 seconds (JVM running for 15.684)
22:08:44.397 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:08:44.595 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:13:21.484 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 14004 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:13:21.498 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:13:25.052 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:13:25.077 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:13:25.078 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:13:25.078 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:13:25.516 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:13:25.516 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3890 ms
22:13:26.778 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:13:27.454 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:13:37.782 [main] INFO  com.ntu.client2.ClientStart - 团结河结点成功连接至MQTT服务器.........
22:13:37.789 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:13:38.024 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:13:38.057 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 17.815 seconds (JVM running for 22.615)
22:13:47.900 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:13:48.219 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:13:48.442 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=32, spotId=213, nodeId=213, dataTime=Wed May 13 06:12:01 CST 2020, num=234, numQuest=43, state=32, errornum=324, tem1hratur=23.0, tem2Xical=234.0)
22:13:59.448 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=32, spotId=213, nodeId=213, dataTime=Wed May 13 06:12:01 CST 2020, num=234, numQuest=43, state=32, errornum=324, tem1hratur=23.0, tem2Xical=234.0)
22:14:00.454 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - 收到确认消息.....
22:14:00.455 [MQTT Call: tjh_node] INFO  com.ntu.client2.sync.NodeDataReceiver - TUANJIEHE_BUOY_GONGZUOWENDU表中 2 号数据同步成功....
22:26:01.418 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 11460 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:26:01.428 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:26:03.750 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:26:03.767 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:26:03.768 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:26:03.769 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:26:04.020 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:26:04.021 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2427 ms
22:26:04.786 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:26:05.288 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:26:11.853 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
22:26:11.858 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:26:11.896 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:26:11.901 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 12.057 seconds (JVM running for 15.817)
22:26:21.884 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:26:22.106 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:40:58.440 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 7056 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:40:58.568 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:42:59.769 [main] INFO  com.ntu.client2.Node2ClientApplication - Starting Node2ClientApplication on LAPTOP-6SA701DM with PID 12548 (C:\Users\Lenovo\Desktop\datasync\datasync_node2_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
22:42:59.777 [main] INFO  com.ntu.client2.Node2ClientApplication - No active profile set, falling back to default profiles: default
22:43:01.673 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
22:43:01.687 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
22:43:01.688 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
22:43:01.689 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
22:43:01.895 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
22:43:01.895 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2026 ms
22:43:02.647 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
22:43:03.116 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
22:43:09.913 [main] INFO  com.ntu.client2.ClientStart - 团结河节点成功连接至MQTT服务器.........
22:43:09.918 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
22:43:09.956 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path ''
22:43:09.961 [main] INFO  com.ntu.client2.Node2ClientApplication - Started Node2ClientApplication in 11.813 seconds (JVM running for 15.859)
22:43:19.942 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
22:43:20.134 [node2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
22:43:50.558 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:01.570 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:12.568 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:23.575 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:34.582 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:45.587 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:44:56.593 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:45:07.601 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:45:18.604 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:45:29.612 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:45:40.617 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:45:51.625 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:02.631 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:13.641 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:24.646 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:35.653 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:46.659 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
22:46:57.665 [node2] INFO  com.ntu.client2.sync.SendThread - 发送消息:TuanJieHeBuoyGongZuoWenDu(infoId=null, areaId=tuanjiehe, spotId=we, nodeId=ew, dataTime=Wed May 13 06:43:37 CST 2020, num=ewr, numQuest=re, state=34, errornum=34, tem1hratur=323.0, tem2Xical=234.0)
