12:41:33.986 [main] INFO  com.ntu.node.Node1ClientApplication - Starting Node1ClientApplication on LAPTOP-6SA701DM with PID 10316 (C:\Users\Lenovo\Desktop\datasync\datasync_node1_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
12:56:14.160 [MQTT Rec: cj_node] INFO  com.ntu.common.client.EMQTTClient - -----------连接断开-----------
12:56:14.160 [MQTT Rec: cj_node] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
12:56:26.502 [main] INFO  com.ntu.node.Node1ClientApplication - Starting Node1ClientApplication on LAPTOP-6SA701DM with PID 9652 (C:\Users\Lenovo\Desktop\datasync\datasync_node1_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
12:56:26.513 [main] INFO  com.ntu.node.Node1ClientApplication - No active profile set, falling back to default profiles: default
12:56:28.785 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8083 (http)
12:56:28.802 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
12:56:28.802 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
12:56:28.803 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
12:56:29.036 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
12:56:29.037 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2340 ms
12:56:29.735 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
12:56:30.236 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
12:56:36.773 [main] INFO  com.ntu.node.ClientStart - 长江结点成功连接至MQTT服务器.........
12:56:36.777 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8083"]
12:56:36.817 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8083 (http) with context path ''
12:56:36.822 [main] INFO  com.ntu.node.Node1ClientApplication - Started Node1ClientApplication in 11.863 seconds (JVM running for 15.853)
12:56:46.805 [node1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:56:47.007 [node1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:56:47.655 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:null
12:56:48.668 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
12:56:48.668 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 10 号数据同步成功....
13:07:09.014 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Mon May 11 21:06:58 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
13:07:10.017 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
13:07:10.017 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
13:17:09.407 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Mon May 11 21:17:03 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
13:17:10.395 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
13:17:10.395 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
13:20:40.434 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江122, nodeId=kjl, dataTime=Mon May 11 21:20:39 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
13:20:40.525 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
13:20:40.525 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
13:22:20.577 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1222, nodeId=kjl, dataTime=Mon May 11 21:22:12 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
13:22:21.581 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
13:22:21.581 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:20:41.190 [main] INFO  com.ntu.node.Node1ClientApplication - Starting Node1ClientApplication on LAPTOP-6SA701DM with PID 5624 (C:\Users\Lenovo\Desktop\datasync\datasync_node1_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
17:20:41.198 [main] INFO  com.ntu.node.Node1ClientApplication - No active profile set, falling back to default profiles: default
17:20:45.560 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8083 (http)
17:20:45.581 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
17:20:45.582 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
17:20:45.582 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
17:20:45.972 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:20:45.973 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4549 ms
17:20:47.512 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
17:20:48.307 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
17:20:57.824 [main] INFO  com.ntu.node.ClientStart - 长江结点成功连接至MQTT服务器.........
17:20:57.830 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8083"]
17:20:57.958 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8083 (http) with context path ''
17:20:57.973 [main] INFO  com.ntu.node.Node1ClientApplication - Started Node1ClientApplication in 18.333 seconds (JVM running for 22.489)
17:21:07.961 [node1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
17:21:08.325 [node1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
17:28:59.613 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=12, areaId=45354, spotId=324, nodeId=5, dataTime=Tue May 12 01:28:53 CST 2020, conductivity=456.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null)
17:29:00.619 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:29:00.619 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 12 号数据同步成功....
17:29:50.641 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江12223, nodeId=kjl, dataTime=Tue May 12 01:29:42 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:29:50.649 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:29:50.649 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:32:31.734 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江122234, nodeId=kjl, dataTime=Tue May 12 01:32:23 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:32:31.755 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:32:31.755 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:35:52.856 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:03.861 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:14.868 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:25.875 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:36.882 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:47.888 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:35:44 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:36:58.900 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:37:09.904 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:37:20.910 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:37:31.916 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:37:42.922 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:37:53.934 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:38:04.934 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:36:57 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:38:06.939 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:38:06.939 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:38:35.954 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江123, nodeId=kjl, dataTime=Tue May 12 01:38:32 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:38:35.960 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:38:35.960 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:38:56.977 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江, nodeId=kjl, dataTime=Tue May 12 01:38:50 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:38:56.989 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:38:56.989 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:41:18.047 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江1, nodeId=kjl, dataTime=Tue May 12 01:38:50 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:41:18.054 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:41:18.054 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:41:48.136 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江12, nodeId=kjl, dataTime=Tue May 12 01:38:50 CST 2020, conductivity=13.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:41:49.068 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:41:49.068 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:42:29.089 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=11, areaId=ewr, spotId=长江12, nodeId=kjl, dataTime=Tue May 12 01:38:50 CST 2020, conductivity=13222.0, temperature=123.0, ph=123.0, salinity=12.0, dissolvedOxygen=123.0, turbidity=213.0)
17:42:29.094 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:42:29.094 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_SENSOR表中 11 号数据同步成功....
17:45:10.190 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:45:10.195 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:45:21.198 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:45:21.204 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:45:32.205 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:45:32.259 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:45:43.235 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:45:43.243 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:45:54.261 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:45:54.339 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:46:54.457 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:46:56.259 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:46:56.259 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
17:48:15.307 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=123, spotName=123111111, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
17:48:15.313 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
17:48:15.313 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
18:11:06.273 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=1, areaId=123, spotId=1234, spotName=123111111, spotUrl=123, spotHistoryurl=123, spotObserargs=123, spotObsermeth=123, spotPosinfo=123, spotRuntime=123, spotIntro=123)
18:11:07.277 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
18:11:07.277 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 1 号数据同步成功....
