21:23:15.435 [main] INFO  com.ntu.node.Node1ClientApplication - Starting Node1ClientApplication on LAPTOP-6SA701DM with PID 9308 (C:\Users\Lenovo\Desktop\datasync\datasync_node1_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
21:25:43.698 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 6 号数据同步成功....
21:25:53.702 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=7, areaName=null, areaId=89, spotId=546, spotName=546, spotUrl=456, spotHistoryurl=788, spotObserargs=null, spotObsermeth=null, spotPosinfo=null, spotRuntime=null, spotIntro=86)
21:25:54.731 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:25:54.731 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 7 号数据同步成功....
21:26:04.709 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:AreaSpot(infoId=7, areaName=null, areaId=89, spotId=546, spotName=546, spotUrl=456, spotHistoryurl=788, spotObserargs=5465, spotObsermeth=4533, spotPosinfo=12354, spotRuntime=null, spotIntro=86)
21:26:05.714 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:26:05.714 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - AREA_SPOT表中 7 号数据同步成功....
21:27:05.744 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:BoxSensor(infoId=3, areaId=32, spotId=432, nodeId=43, dataTime=Wed May 13 21:26:51 CST 2020, conductivity=45.0, temperature=345.0, pressure=435.0, salinity=null, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
21:27:06.747 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:27:06.747 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - BOX_SENSOR表中 3 号数据同步成功....
21:27:16.755 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:BoxSensor(infoId=63, areaId=4546, spotId=546, nodeId=213, dataTime=Wed May 13 21:27:10 CST 2020, conductivity=234.0, temperature=55.0, pressure=4365.0, salinity=46.0, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
21:27:17.757 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:27:17.757 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - BOX_SENSOR表中 63 号数据同步成功....
21:27:27.763 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:BoxSensor(infoId=64, areaId=56, spotId=456, nodeId=456, dataTime=Wed May 13 21:27:21 CST 2020, conductivity=456.0, temperature=67.0, pressure=null, salinity=null, dissolvedoxygen=null, spad=null, turbidity=null, andan=null, yaxiaodan=null, linsuanyan=null, orp=null, areaName=null)
21:27:28.765 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:27:28.765 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - BOX_SENSOR表中 64 号数据同步成功....
21:27:48.774 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxEnvironment(infoId=3, areaId=2343, spotId=234, nodeId=234, dataTime=Wed May 13 21:27:38 CST 2020, gInVoltage=23454.0, gInCurrent=435.0, gTemperature=456.0, zInVoltage=546.0, zInCurrent=null, zTemperature=null, zJueYuan=null, zLouShui=null, cInVoltage=null, cYunTaiDianLiu=null, cDengDianLiu=null, cTemperature=null, cJueYuan=null, cLouShui=null, waterDeep=null, areaName=null)
21:27:49.778 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:27:49.778 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_ENVIRONMENT表中 3 号数据同步成功....
21:27:59.780 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxEnvironment(infoId=71, areaId=354, spotId=345, nodeId=234, dataTime=Wed May 13 21:27:52 CST 2020, gInVoltage=32443.0, gInCurrent=54365.0, gTemperature=6.0, zInVoltage=null, zInCurrent=null, zTemperature=null, zJueYuan=null, zLouShui=null, cInVoltage=null, cYunTaiDianLiu=null, cDengDianLiu=null, cTemperature=null, cJueYuan=null, cLouShui=null, waterDeep=null, areaName=null)
21:28:00.787 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:28:00.787 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - CHANGJIANG_BOX_ENVIRONMENT表中 71 号数据同步成功....
21:28:40.805 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:28:41.806 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=13, areaId=34, spotId=23234, nodeId=435, dataTime=Wed May 13 21:28:21 CST 2020, conductivity=45.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:28:41.811 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:28:42.810 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:28:52.814 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=7, areaId=324w, spotId=23, nodeId=234, dataTime=Thu May 21 14:27:04 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:28:53.814 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg2, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:28:53.895 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:28:54.946 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=13, areaId=34, spotId=23234, nodeId=435, dataTime=Wed May 13 21:28:21 CST 2020, conductivity=45.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:28:55.180 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:28:55.823 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:05.822 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=7, areaId=324w, spotId=23, nodeId=234, dataTime=Thu May 21 14:27:04 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:05.861 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:06.823 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg2, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:07.825 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=13, areaId=34, spotId=23234, nodeId=435, dataTime=Wed May 13 21:28:21 CST 2020, conductivity=45.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:07.830 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:08.828 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:18.830 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=7, areaId=324w, spotId=23, nodeId=234, dataTime=Thu May 21 14:27:04 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:19.837 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg2, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:19.944 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:20.832 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=13, areaId=34, spotId=23234, nodeId=435, dataTime=Wed May 13 21:28:21 CST 2020, conductivity=45.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:20.837 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:20.874 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:31.841 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=7, areaId=324w, spotId=23, nodeId=234, dataTime=Thu May 21 14:27:04 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:31.872 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:32.840 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg2, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:33.841 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=13, areaId=34, spotId=23234, nodeId=435, dataTime=Wed May 13 21:28:21 CST 2020, conductivity=45.0, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:33.846 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:34.845 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:44.850 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=7, areaId=324w, spotId=23, nodeId=234, dataTime=Thu May 21 14:27:04 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:44.883 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:29:45.849 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:ChangJiangBoxSensor(infoId=9, areaId=dfg2, spotId=fg, nodeId=dfg2, dataTime=Tue May 19 12:12:49 CST 2020, conductivity=null, temperature=null, ph=null, salinity=null, dissolvedOxygen=null, turbidity=null, areaName=null)
21:29:46.853 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:36:06.123 [node1] INFO  com.ntu.node.sync.SendThread - 发送消息:SpotNode(infoId=9, nodeId=123, spotId=321, areaId=321, nodeName=45, nodeType=1, nodeNote=null, areaName=null)
21:36:08.127 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - 收到确认消息.....
21:36:08.127 [MQTT Call: cj_node] INFO  com.ntu.node.sync.NodeDataReceiver - SPOT_NODE表中 9 号数据同步成功....
